Program,Enrollment Year,Gender,DOB,District,Country,Education Background,GPA,Professional Engagement,Mothers Profession,Fathers Profession,Status,Withdrawn or Graduate Date (mm.dd.yy),Reason for Withdrawal,Year,Actual Concentration
MBA,2022,Male,01/17/1997,Kathmandu,Nepal,Bachelor of Science Business Administration (Management Information System),3.34,Unemployed,Housewife,Senior Captain (Pilot),Running,,,,Nonprofit Management
MBA,2022,Male,03/08/1997,Morang,Nepal,Bachelor of Electronics and Communication Engineering,2.78,Employed,House Wife ,Print Media ,Running,,,,Technology and Innovation
MBA,2022,Female,01/03/1993,Kathmandu,Nepal,Bachelor of Business Administration,3.68,Employed,Housewife ,Businessman ,Running,,,,Entrepreneurship 
MBA,2022,Male,05/38/1998,Kathmandu,Nepal,Bachelor of Commerce Accounting and Business Information Systems,3.21,Entrepreneur,Banker,Retired,Running,,,,Entrepreneurship 
MBA,2022,Male,05/23/1989,Lalitpur,Nepal,Bachelor's Degree in Architecture,2.67,Employed,N/A,N/A,Running,,,,Nonprofit Management
MBA,2022,Male,12/07/1992,Kathmandu,Nepal,M.B.B.S,4,Unemployed,Service,Retired,Running,,,,Entrepreneurship 
MBA,2022,Female,07/08/1993,Rupandehi,Nepal,Bachelor of Arts,2.99,Unemployed,House wife ,Businessman ,Running,,,,Entrepreneurship 
MBA,2022,Female,11/11/1999,Sunsari,Nepal,Bachelor of Business Administration,3.61,Unemployed,Housewife ,Business man ,Withdrawn ,"March 10, 2023",Personal Reason,,Pending 
MBA,2022,Female,17/10/1996,Kathmandu,Nepal,Bachelor of Business Administration,3.13,,,,Running,,,,Entrepreneurship 
MBA,2022,Female,07/20/1997,Kathmandu,Nepal,Bachelor of Business Administration,3.57,Employed,Business ,Business ,Withdrawn ,"October 12, 2022",Health Issues,,Pending 
MBA,2022,Male,25/02/1997,Kathmandu,Nepal,Bachelor of Business Administration,2.57,Unemployed,House wife,Retired ,Withdrawn ,"February 2, 2023",Personal Reason,,Pending 
MBA,2022,Male,08/24/1996,Kathmandu,Nepal,Bachelor of Engineering in Mechanical Engineering,5.47,,,,Running,,,,Entrepreneurship 
MBA,2022,Female,12/11/1997,Kathmandu,Nepal,Bachelor of Fashion Design,2.95,Entrepreneur,House wife ,Business man,,,,,
,,,,,,,,,,,Running,,,,Entrepreneurship 
MBA,2022,Female,05/10/1995,Lalitpur,Nepal,Bachelor of Business Administration in Banking and Insurance,3.2,Employed,Business ,Retired Government Officer ,Running,,,,Data Analytics 
MBA,2022,Female,05/17/1990,Dhankutta,Nepal,B.Sc. Computer Science and lnfornratiorr Systetn,66.64,Employed,Housewife,Civil Servant,Running,,,,Nonprofit Management
MBA,2022,Female,05/30/1997,Achham,Nepal,Bachelor of Business Administration,3.04,Unemployed,Health Worker,Traffic Police,Running,,,,Technology and Innovation
MBA,2022,Male,01/15/1995,Kathmandu,Nepal,Bachelor of Computer Information System,2.5,Employed,Teacher,Government Employee,Running,,,,Entrepreneurship 
MBA,2022,Male,05/28/1998,Kathmandu,Nepal,Bachelor of Science in Biological Sciences,3.33,Unemployed,INGO,Self Employed,Withdrawn ,"May 12, 2023",Non-payment,,Technology and Innovation
MBA,2022,Female,02/10/1998,Kathmandu,Nepal,Bachelor of Science Environmental Sciences,9.54,Employed,Self Employed ,Self Employed ,Running,,,,Human Resources Management 
MBA,2022,Female,28/12/1997,Lalitpur,Nepal,Bachelor of Business Administration,2.69,Employed,Housewife,Finance Manager,Running,,,,Agribusiness Management
MBA,2022,Female,06/19/1996,Mahottari,Nepal,Bachelor of Business Administration ,2.64,Unemployed,Stay at Home,Advisor,Running,,,,Data Analytics 
MBA,2022,Female,16/12/1995,Bhaktapur,Nepal,Bachelor's Degree in Hotel Management,3.78,Employed,Retired banker ,Retired banker ,Running,,,,Human Resources Management 
MBA,2022,Female,12/09/1996,Kathmandu,Nepal,Bachelor's Degree in Business Administration,3.51,Unemployed,Government employee,Service,,,,,
,,,,,,,,,,,Running,,,,Technology and Innovation
MBA,2023,Female,30/11/1990,Kathmandu,Nepal,Bachelor of Business Administration,2.83,Employed,Housewife,Retired,Running,,,,Technology and Innovation
MBA,2023,Female,02/06/2001,Kathmandu,Nepal,Bachelor of Business Administration,4,Unemployed,House Wife ,Engineer ,Withdrawn ,"March 10, 2023",Work Commitment,,Pending 
MBA,2023,Male,05/19/1999,Kathmandu,Nepal,Bachelor of Business Administration,3.65,Unemployed,Housewife,Seaman,Running,,,,Marketing Management
MBA,2023,Female,10/02/1997,Kathmandu,Nepal,Bachelor of Business Administration,2.53,,,,Running,,,,Marketing Management
MBA,2023,Female,23/04/1996,Kathmandu,Nepal,Bachelor of Business Administration in Banking and Insurance,2.37,Employed,Business,Business ,Running,,,,Marketing Management
MBA,2023,Female,05/06/1999,Kathmandu,Nepal,Bachelor of Travel and Tourism Management,3.715,Unemployed,Business women ,Business man,,,,,
,,,,,,,,,,,Withdrawn ,"May 12, 2023",Personal Reason,,Pending 
MBA,2023,Female,12/05/1997,Lalitpur,Nepal,Bachelor of Business Administration,2.92,,,,Running,,,,Agribusiness Management
MBA,2023,Male,05/08/1996,Kathmandu,Nepal,Bachelor of Technol ogy in Civil engineering,0.61,,,,Running,,,,
MBA,2023,Female,13/12/1995,Kathmandu,Nepal,Bachelor in Civil Engineering,2.97,Employed,Home Maker,Engineer,Running,,,,Data Analytics 
MBA,2023,Male,07\30\1999,Kathmandu,Nepal,Bachelor of Engineering,3.4,Entrepreneur,Business,Busniess,Running,,,,Data Analytics 
MBA,2023,Male,04\29\1995,Baglung,Nepal,Bachelor of Business Administration,3.25,Employed,Employed,Self employed ,Running,,,,Financial Management 
MBA,2023,Female,09/18/1997,Kathmandu,Nepal,Bachelor of Business Administration,2.85,Unemployed,Housewife,Manager ,Running,,,,Data Analytics 
MBA,2023,Male,28/11/1992,Kathmandu,Nepal,Bachelor of Business Administration,2.7,Entrepreneur,Housewife,Businessman,Running,,,,Entrepreneurship 
MBA,2023,Female,29/12/1999,Lalitpur,Nepal,Bachelor of Business Administration,2.91,Employed,Service ,Social Activist ,,,,,
MBA,2023,Male,09/191997,Bhaktapur,Nepal,Bachelor in Hospitality and tourism management,3.13,Unemployed,Housewife,Hotelier,Running,,,,Agribusiness Management
MBA,2023,Male,11/09/1994,Kathmandu,Nepal,Bachelor of Business Administration,3.64,Employed,Office Holder,Service,Running,,,,Technology and Innovation
MBA,2023,Male,01/18/2023,Kathmandu,Nepal,Bachelor of Business Studies,46.15,Employed,household,bussinessman,Running,,,,Technology and Innovation
MBA,2023,Male,12/01/1994,Kathmandu,Nepal,Bachelor of Science in computing,75.6,Employed,Medical Doctor,Medical Doctor,Running,,,,Data Analytics 
MBA,2023,Male,13/12/1995,Lalitpur,Nepal,Bachelor of Business Administration,3.1,Employed,Computer Engineer ,Computer Engineer,Withdrawn ,"March 2, 2023",Abroad Study,,Pending 
MBA,2023,Female,11/10/1997,Jhapa,Nepal,Bachelor of Arts,3.63,,,,Running,,,,Entrepreneurship 
MBA,2023,Male,10/05/1997,Gorkha,Nepal,Bachelors degree in Business Studies,50.9,Entrepreneur,Housemaker,Businessman,Running,,,,Entrepreneurship 
MBA,2023,Male,05/03/1996,Bajhang,Nepal,Bachelor of Business Administration,2.78,Employed,Retired Government Official,Retired Government Official,Running,,,,Entrepreneurship 
MBA,2023,Male,10/12/1998,Kathmandu,Nepal,Bachelor of Business Administration,2.87,Unemployed,Housewife,Business,Running,,,,Entrepreneurship 
MBA,2023,Male,06/03/2003,Kathmandu,Nepal,Bachelor of Arts,2.69,Employed,Pilot,Entrepreneur,Running,,,,Data Analytics 
MBA,2023,Female,03/14/2000,Kathmandu,Nepal,Bachelor of Business Administration,2.78,Unemployed,Bank Employee,Retired,Running,,,,Entrepreneurship 
MBA,2023,Male,01/30/2002,Kathmandu,Nepal,Bachelor Science with Honors Computer Sciences,0.75,Entrepreneur,Business ,Construction building,Running,,,,
MBA,2023,Male,04/29/1995,Lalitpur,Nepal,Bachelor of Business Administration,3.25,,,,Running,,,,Technology and Innovation
MBA,2023,Male,07/21/1998,Kathmandu,Nepal,B.Sc. Cornputer Science and Information Technology,66.14,Unemployed,Businessman,Businessman,Running,,,,Agribusiness Management
MBA,2023,Female,08/29/2002,Makwanpur,Nepal,Bachelor of Business Administration,77.95,Employed,Home maker,Retired,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,Running,,,,#N/A
MBA,2023,Female,08/06/2000,Lalitpur,Nepal,Bachelors in Media Studies,3.54,,,,Running,,,,#N/A
MBA,2023,Male,01/14/2001,Palpa,Nepal,Bachelor of Business Administration,2.73,,,,Running,,,,#N/A
MBA,2023,Female,14/10/1998,Rupandehi,Nepal,Bachelors in humanities and social science,72.5,,,,Running,,,,#N/A
MBA,2023,Female,11/11/2001,Lalitpur,Nepal,Bachelors science in computing,0.7422,,,,Running,,,,#N/A
MBA,2023,Male,02/23/1997,Kathmandu,Nepal,Bachelors of Engineering in computer science and Engineering,9.24,,,,Running,,,,#N/A
MBA,2023,Female,02/01/2001,Kathmandu,Nepal,Bachelor of Business Administration,3.5,,,,Running,,,,#N/A
MBA,2023,Female,08/10/1994,Kathmandu,Nepal,Bachelor's degree in business studies,0.44,,,,,,,,
BBA,2019,Male,08/03/1998,Kapilvastu,Nepal,GED,508,Unemployed,Lekhapadi,Retired- Casino Anna,Withdrawn ,"September 4, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,22/12/1999,Jhapa,Nepal,Intermediate level- Sceince ,0.501,,,,Running,,,1899,Digital Marketing 
BBA,2019,Male,08/15/2002,Kathmandu,Nepal,Intermediate level- Commerce ,0.832,Unemployed,Housewife,Businessman,Withdrawn ,"September 19, 2020",No specific Reason,2020,No Concentration
BBA,2019,Male,03/03/2000,Lalitpur,Nepal,Intermediate level- Commerce ,0.604,,,,Graduate,"April 23, 2023",,2023,Investment and Economics 
BBA,2019,Male,12/01/2000,Kanchanpur,Nepal,Intermediate level- Science ,0.66,Entrepreneur,Homemaker,Driver,Running,,,1899,Digital Marketing 
BBA,2019,Male,08/30/1999,Kathmandu,Nepal,A level,,Entrepreneur,Beautician,Bank manager,Withdrawn ,"February 19, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,04/21/1999,Makwanpur,Nepal,GED,609,Unemployed,Business,Business,Running,,,1899,Applied Art and Design 
BBA,2019,Male,01/27/2001,Kathmandu,Nepal,A level,,,,,Withdrawn ,"Jan 19, 2021",Family Issues ,2021,No Concentration
BBA,2019,Male,05/17/2001,Bara,Nepal,Intermediate level- Commerce ,0.824,,,,Withdrawn ,"Jan 6, 2020",No specific Reason,2020,No Concentration
BBA,2019,Male,05/29/1999,Kathmandu,Nepal,Intermediate level- Commerce ,0.72,,,,Withdrawn ,"November 7, 2021",Personal Reason,2021,Digital Marketing 
BBA,2019,Male,06/08/2000,Kathmandu,Nepal,Intermediate level- Commerce ,0.81,,,,Graduate,"April 23, 2023",,2023,
BBA,2019,Female,06/18/1999,Kathmandu,Nepal,Intermediate level- Commerce ,0.73,Unemployed,House wife,Officer,Readmission-Running,,,1899,Digital Marketing 
BBA,2019,Female,09/18/1998,Kathmandu,Nepal,GED,627,Employed,n/a,Stock Broker,Withdrawn ,"October 31, 2019",No specific Reason,2019,No Concentration
BBA,2019,Female,09/12/1996,Saptari,Nepal,GED,656,Employed,,,Withdrawn ,"July 23, 2019",Abroad Study,2019,No Concentration
BBA,2019,Male,05/22/1997,Kathmandu,Nepal,Intermediate level- Commerce ,0.65,,,,Withdrawn ,"September 4, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,06/08/1998,Kathmandu,Nepal,Intermediate level- Commerce ,0.448,Unemployed,N/A,Engineer,Withdrawn ,"May 14, 2021",No specific Reason,2021,No Concentration
BBA,2019,Male,02/22/2001,Kathmandu,India,Intermediate level- Commerce ,0.87,,,,,,,1899,
FALSE,,,,,,,,,,,Running,,,1899,Digital Marketing 
BBA,2019,Male,04/14/2001,Banke,Nepal,Intermediate level- Commerce ,2.55,,,,Withdrawn ,"September 1, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,01/03/1999,Kathmandu,Nepal,GED,73.875,Entrepreneur,Business women ,IT  officer ,Withdrawn ,"May 15, 2023",Administrative withdrawal,2023,Digital Marketing 
BBA,2019,Female,13/10/1999,Kaski,Nepal,GED,74.9,Unemployed,Housewife,Hotelier,,,,1899,
FALSE,,,,,,Intermediate level- Commerce ,3.08,,,,Running,,,1899,Digital Marketing 
BBA,2019,Male,08/21/2000,Ramechhap,Nepal,GED,81.5,,,,Withdrawn ,"May 19,2020",Administrative withdrawal,2020,Investment and Economics 
BBA,2019,Male,01/29/2000,Solukhumbu,Nepal,Intermediate level- Commerce ,7,,,,Readmission-Running,,,1899,
BBA,2019,Female,16/10/1999,Dhanusa,Nepal,Intermediate level- Computer,2.08,,,,Running,,,1899,Dual (Marketing and HRM)
BBA,2019,Female,10/03/1999,Kathmandu,Nepal,A level,2,Employed,Housewife,Ex-Army/Businessman ,Running,,,1899,Dual ( Marketing and Finance)
BBA,2019,Male,05/31/2000,Kathmandu,Nepal,Intermediate level- Commerce ,2.69,,,,Withdrawn ,"September 19, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,04/20/2000,Solukhumbu,Nepal,Intermediate level- Commerce ,2.64,,,,Withdrawn ,"Jan 5, 2020",No specific Reason,2020,No Concentration
BBA,2019,Male,03/29/1995,Kavreplanchok,Nepal,Intermediate level- Commerce ,57.1,Employed,Housewife,Business,Running,,,1899,Digital Marketing 
BBA,2019,Male,04/19/2001,Lalitpur,Nepal,GED,81.75,,,,Readmission-Withdrawn,"Sep 7, 2021",Administrative withdrawal,2021,No Concentration
BBA,2019,Female,01/01/2001,Dhading,Nepal,Intermediate level- Commerce ,2.86,,,,Withdrawn ,"September 11, 2020",Abroad Study,2020,No Concentration
BBA,2019,Female,03/17/2001,Kavreplanchok,Nepal,GED,76.25,,,,Withdrawn ,"May 19, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,07/05/2000,Kathmandu,Nepal,Intermediate level- Commerce ,2.82,,,,Withdrawn ,"Jan 17, 2023",Administrative withdrawal,2023,No Concentration
BBA,2019,Female,11/03/2000,Kathmandu,Nepal,Intermediate level- Commerce ,2.44,Unemployed,Housewife,Businessman,Readmission-Running,,,1899,Financial Management 
BBA,2019,Male,05/24/2000,Kathmandu,Nepal,A level,4,,,,Withdrawn ,"May 19, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,03/09/1999,Solukhumbu,Nepal,Intermediate level- Commerce ,53.5,,,,Running,,,1899,Investment and Economics 
BBA,2019,Male,04/08/1997,Kathmandu,Nepal,A level,6.5,,,,Running,,,1899,
BBA,2019,Female,31/12/2001,Syangja,Nepal,,,,,,Running,,,1899,
BBA,2019,Male,03/15/2000,Lalitpur,Nepal,,,,,,Running,,,1899,
BBA,2019,Male,03/24/1999,Kathmandu,Nepal,,,,,,Running,,,1899,
BBA,2019,Female,,Kathmandu,Nepal,,,,,,,,,1899,
FALSE,,,,,,,,,,,Withdrawn ,"March 13, 2023",Administrative withdrawal,2023,No Concentration
BBA,2022,Male,04/11/2003,Nuwakot,Nepal,Intermediate Level,2.94,,,,Running,,,1899,
BBA,2022,Male,09/03/2003,Kathmandu,Nepal,Intermediate Level,23.45,,,,Running,,,1899,
BBA,2022,Male,01/03/2003,Makwanpur,Nepal,Intermediate Level,2.39,,,,Running,,,1899,
BBA,2019,Male,12/31/2000,Kathmandu,Nepal,,,,,,Running,,,1899,
BBA,2019,Female,24/01/2002,Kathmandu,Nepal,,,,,,Running,,,1899,
BBA,2019,Male,16/04/2000,Makwanpur,Nepal,,,,,,Running,,,1899,
BBA,2019,Female,,Lalitpur,Nepal,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,Unemployed,service,service,Withdrawn ,"Feb 08, 2021",Health Issues,2021,No Concentration
BBA,2019,Male,,,,GED-Testing,2.79,Unemployed,service,service,Withdrawn ,"September 4, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,,,,Intermediate Level,3.57,,,,Readmission-Withdrawn,"September 14, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Female,,,,GCE A-Level,,,,,Graduate,"Aug 20, 2022",,2022,Digital Marketing 
BBA,2019,Male,,,,Intermediate Level,,Unemployed,Housewife,Businessman,Graduate,"Feb 26, 2023",,2023,Digital Marketing 
BBA,2019,Female,,,,GCE A-Level,,Unemployed,Housewife,Businessman,Withdrawn ,"September 4, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,,,,GED-Testing,,Unemployed,housewife,businessman,Withdrawn ,"February 19, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,,,,Intermediate Level,,Unemployed,business,business,Withdrawn ,"July 20, 2019",No specific Reason,2019,No Concentration
BBA,2019,Male,,,,GED-Testing,,,,,Running,,,1899,Digital Marketing 
BBA,2019,Female,,,,GED-Testing,3.97,Unemployed,Housewife,Businessman,Readmission-Running,,,1899,Investment and Economics 
BBA,2019,Male,,,,GCE A-Level,2.13,Unemployed,House wife,Entrepreneur,Readmission-Running,,,1899,Investment and Economics 
BBA,2019,Male,,,,GCE A-Level,,Unemployed,Housewife,Sole Proprietor,Graduate,"Feb 26, 2023",,2023,Digital Marketing 
BBA,2019,Male,,,,Intermediate Level,,Entrepreneur,Housemanager,lawyer,Graduate,"Feb 26, 2023",,2023,Digital Marketing 
BBA,2019,Female,,,,Intermediate Level,,Unemployed,Beautician,Business man,Readmission-Running,"Sum 5, 2022",,#VALUE!,
BBA,2019,Male,,,,GCE A-Level,2.6,Unemployed,Housewife,Teacher,Readmission-Running,"Spr 3, 2022",,#VALUE!,
BBA,2019,Male,,,,GED-Testing,,,,,Withdrawn ,"September 4, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,,,,GED-Testing,,Employed,Housewife,Businessman,Graduate,"Feb 26, 2023",,2023,Digital Marketing 
BBA,2019,Female,,,,GCE A-Level,3.97,Unemployed,Social worker,Businessman,Withdrawn ,"September 16, 2020",Financial Problem,2020,No Concentration
BBA,2019,Male,,,,GCE A-Level,,Unemployed,Businesswoman,Politician/Businessman,Withdrawn ,"September 18, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,,,,GCE A-Level,,,,,Graduate,"Feb 26, 2023",,2023,Digital Marketing 
BBA,2019,Female,,,,Intermediate Level,2.3,Unemployed,Housewife,Businessman,Running,,,1899,Digital Marketing 
BBA,2019,Male,,,,GED-Testing,,Unemployed,housewife,businessman,Running,,,1899,Marketing Management
BBA,2019,Male,,,,Intermediate Level,2.26,,,,Graduate,"Dec 25, 2022",,2022,Digital Marketing 
BBA,2019,Male,,,,GED-Testing,,,,,Withdrawn ,"Jan 17, 2023",Administrative withdrawal,2023,Digital Marketing 
BBA,2019,Male,,,,Intermediate Level,2.7,Unemployed,N/A,Administrator at Tribhuvawan University.,Graduate,"Dec 25, 2022",,2022,Investment and Economics 
BBA,2019,Male,,,,GCE A-Level,,,,,Withdrawn ,"Jan 26, 2020",Abroad Study,2020,No Concentration
BBA,2019,Male,,,,GED-Testing,2.13,,,,Graduate,"Dec 25, 2022",,2022,Marketing Management
BBA,2019,Male,,,,CBSE,,,,,Readmission-Withdrawn,,Administrative withdrawal,1899,No Concentration
BBA,2019,Male,,,,GCE A-Level,3.33,Unemployed,Doctor,Architect,Graduate,"Dec 25, 2022",,2022,Marketing Management
BBA,2019,Female,,,,Intermediate Level,3.71,Employed,Teacher,Business man,Withdrawn ,"September 4, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Female,,,,Intermediate Level,2.64,Unemployed,house wife,business men,Graduate,"Dec 25, 2022",,2022,Marketing Management
BBA,2019,Female,,,,GCE A-Level,,,,,Graduate,"Dec 25, 2022",,2022,Marketing Management
BBA,2019,Female,,,,GCE A-Level,,Unemployed,Housewife,Businessman,Graduate,Rejoined & compelted the program 6/23/22,,#VALUE!,
BBA,2019,Male,,,,GCE A-Level,,Entrepreneur,Banker,Civil Servant,Withdrawn ,"Jan 20, 2020",Financial Problem,2020,No Concentration
BBA,2019,Male,,,,GED-Testing,3.84,Entrepreneur,House wife,Business,Withdrawn ,"July 23, 2019",Abroad Study,2019,No Concentration
BBA,2019,Male,,,,GCE A-Level,2.12,Unemployed,Service,Service,Withdrawn ,"June 3, 2021",Work Commitment,2021,Digital Marketing 
BBA,2019,Male,,,,GED,,,,,Graduate,"Dec 25, 2022",,2022,Marketing Management
BBA,2019,Female,,,,Intermediate Level,,Employed,Housewife,Businessman,Graduate,"Dec 25, 2022",,2022,Marketing Management
BBA,2019,Female,,,,GED-Testing,,Entrepreneur,Housewife,Businessman. Former GM of Singapore Gurkha Contingent.,Readmission-Withdrawn,"March 19, 2022",Administrative withdrawal,2022,Financial Management 
BBA,2019,Male,,,,GCE A-Level,3.38,Unemployed,Cooperative office,Business,Running,,,1899,Digital Marketing 
BBA,2019,Male,,,,GCE A-Level,3.83,Employed,Teacher,Office person,Withdrawn ,"July 10, 2019",Health Issues,2019,No Concentration
BBA,2019,Male,,,,GCE A-Level,3.31,,,,Graduate,"Dec 25, 2022",,2022,Digital Marketing 
BBA,2019,Male,,,,Intermediate Level,,,,,Graduate,"Dec 25, 2022",,2022,Marketing Management
BBA,2019,Female,,,,Intermediate Level,,Unemployed,Businesswomen,Businessman,Graduate,"Dec 25, 2022",,2022,Marketing Management
BBA,2019,Female,,,,GED-Testing,3,,,,Readmission-Withdrawn,"Sep 3, 2021",Administrative withdrawal,2021,Marketing Management
BBA,2019,Male,,,,Intermediate Level,2.57,Unemployed,Homemaker,Humanitarian,Withdrawn ,"Mar 3, 2019",No specific Reason,2019,No Concentration
BBA,2019,Male,,,,GCE A-Level,,,,,Graduate,"Dec 25, 2022",,2022,Financial Management 
BBA,2019,Female,,,,GCE A-Level,,Unemployed,House wife,Karate teacher,Graduate,"Dec 25, 2022",,2022,Digital Marketing 
BBA,2019,Female,,,,Intermediate Level,,,,,Withdrawn ,"October 25, 2019",Administrative withdrawal,2019,No Concentration
BBA,2019,Male,,,,Intermediate Level,2.83,,,,Readmission-Withdrawn,"September 14, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,,,,GED-Testing,2.55,,,,Withdrawn ,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Female,,,,GED,3.55,,,,Graduate,"Dec 25, 2022",,2022,Digital Marketing 
BBA,2019,Male,,,,GED-Testing,2.96,Unemployed,Own business,Business Man,Graduate,"Oct 31, 2022",,2022,Human Resources Management 
BBA,2019,Female,,,,Intermediate Level,,Unemployed,Homemaker,Owned Business,Graduate,"Oct 31, 2022",,2022,Investment and Economics 
BBA,2019,Male,,,,Intermediate Level,2.23,Unemployed,Housewife,Business,Graduate,"Dec 25, 2022",,2022,Financial Management 
BBA,2019,Female,,,,GCE A-Level,2.58,Unemployed,House wife,Business Man,Running,,,1899,Digital Marketing 
BBA,2019,Male,,,,Intermediate Level,3.97,Unemployed,House wife,businessman,Graduate,"Dec 25, 2022",,2022,Investment and Economics 
BBA,2019,Male,,,,Intermediate Level,,Unemployed,N/A,Shopkeeper,Graduate,"Dec 25, 2022",,2022,Digital Marketing 
BBA,2019,Male,,,,Intermediate Level,4,Unemployed,Lekhapadi,Retired- Casino Anna,Graduate,"Oct 31, 2022",,2022,Investment and Economics 
BBA,2019,Male,,,,GED-Testing,2.03,Employed,Business,Government Service,Withdrawn ,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2019,Male,,,,Intermediate Level,,,,,Graduate,"Oct 31, 2022",,2022,Investment and Economics 
BBA,2019,Male,,,,Intermediate Level,,Unemployed,Home-maker,Microfinance Manager,Readmission- Graduate,"April 23, 2023",,2023,Investment and Economics 
BBA,2019,Male,,,,Intermediate Level,,,,,Running,,,1899,Digital Marketing 
BBA,2018,Female,,,,Intermediate Level,,,,,Withdrawn ,"Sep 1, 2019",Administrative withdrawal,2019,No Concentration
BBA,2018,Male,,,,Intermediate Level,3.2,,,,Withdrawn ,"Feb 27, 2022",Abroad Study,2022,Investment and Economics 
BBA,2018,Male,,,,GED-Testing,3.66,Employed,Director at Infinity Microfinance,CEO at IME liff Insurance company,Withdrawn ,"Jan 14, 2020",Health Issues,2020,No Concentration
BBA,2018,Male,,,,Intermediate Level,,,,,Graduate,"Aug 21, 2022",,2022,Investment and Economics 
BBA,2018,Male,,,,Intermediate Level,2.68,Entrepreneur,Housewife,Executive Chef,Graduate,"Aug 21, 2022",,2022,Investment and Economics 
BBA,2018,Male,,,,Intermediate Level,2.4,,,,Withdrawn ,"Jan 6, 2020",Administrative withdrawal,2020,No Concentration
BBA,2018,Male,,,,GED-Testing,3.48,,,,Graduate,"Aug 21, 2022",,2022,Digital Marketing 
BBA,2018,Male,,,,Intermediate Level,2.19,Unemployed,Housewife,Accountant,Graduate,"Oct 31, 2022",,2022,Investment and Economics 
BBA,2018,Female,,,,Intermediate Level,2.05,Unemployed,housewife,businessman,Graduate,"Aug 21, 2022",,2022,Investment and Economics 
BBA,2018,Male,,,,GCE A-Level,2.74,Employed,Social Worker,Government officer,Graduate,"Aug 21, 2022",,2022,Financial Management 
BBA,2018,Female,,,,Intermediate Level,,Unemployed,Businesswoman,Businessman,Graduate,,,1899,Investment and Economics 
BBA,2018,Male,,,,Intermediate Level,,,,,Graduate,,,1899,Investment and Economics 
BBA,2018,Male,,,,Intermediate Level,3.87,,,,Withdrawn ,"Mar 8, 2021",Work Commitment,2021,Digital Marketing 
BBA,2018,Male,,,,Intermediate Level,2.48,,,,Readmission-Withdrawn,12/11/2021,Administrative withdrawal,2021,Digital Marketing 
